phylum,class,order,family,genus,species,common name,study sample sex,study sample size,body mass (kg),metabolic rate (W),mass-specific metabolic rate (W/kg),brain size (kg),brain size - method
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela rixosa,Bangs' Least Weasel,,4,0.075,0.916666667,12.22222222,,
Chordata,Mammalia,Rodentia,Sciuridae,Citellus,Citellus undulatus,Arctic Ground Squirrel,,3,0.68,3.266666667,4.803921569,,
Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes lagopus,Arctic Fox,,3,3.6,7.633333333,2.12037037,,
Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,Ictidomys tridecemlineatus,Thirteen-lined Ground Squirrel,,1,0.2338,1.00534,4.3,,
Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys gambianus,Southern Giant Pouched Rat,,9,1.8709,6.340272222,3.388888889,,
Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix andinus,Andean Altiplano Mouse,,1,0.0346,0.359455556,10.38888889,,
Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix longipilis,Long-haired Soft-haired Mouse,,1,0.0423,0.3196,7.555555556,,
Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix olivaceus,Olive Grass Mouse,,1,0.027,0.2745,10.16666667,,
Chordata,Mammalia,Rodentia,Cricetidae,Auliscomys,Auliscomys boliviensis,Bolivian Big-eared Mouse,,1,0.0768,0.6144,8,,
Chordata,Mammalia,Rodentia,Cricetidae,Auliscomys,Auliscomys micropus,southern big-eared mouse,,1,0.0623,0.543394444,8.722222222,,
Chordata,Mammalia,Rodentia,Cricetidae,Eligmodontia,Eligmodontia typus,Eastern Patagonian Laucha,,1,0.0175,0.16625,9.5,,
Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys longicaudatus,0,,1,0.0282,0.283566667,10.05555556,,
Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,Phyllotis darwini,Darwin's Leaf-eared Mouse,,1,0.059,0.396611111,6.722222222,,
Chordata,Mammalia,Rodentia,Muridae,Myotomys,Myotomys unisulcatus,Karoo Vlei Rat,,11,0.096,0.592,6.166666667,,
Chordata,Mammalia,Rodentia,Muridae,Parotomys,Parotomys brantsii,Brants's Whistling Rat,,12,0.0865,0.466138889,5.388888889,,
Chordata,Mammalia,Chrioptera,Emballonuridae,Peropteryx,Peropteryx macrotis,Lesser Dog-like Bat,,15,0.0051,0.06545,12.83333333,,
Chordata,Mammalia,Chrioptera,Natalidae,Natalus,Natalus tumidirostris,Trinidadian Funnel-eared Bat,,12,0.0054,0.0462,8.555555556,,
Chordata,Mammalia,Rodentia,Nesomyidae,Mystromys,Mystromys albicaudatus,African White-tailed Mouse,,8,0.09378,0.704392,7.511111111,,
Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus pirrensis,0,,1,0.1277,0.681066667,5.333333333,,
Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus pirrensis,0,,1,0.1743,0.823083333,4.722222222,,
Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus pirrensis,0,,1,0.1397,0.62865,4.5,,
Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus pirrensis,0,,1,0.1126,0.613044444,5.444444444,,
Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus pirrensis,0,,1,0.1298,0.605733333,4.666666667,,
Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus pirrensis,0,,1,0.1436,0.670133333,4.666666667,,
Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus,American Red Squirrel,,5,0.224,1.356444444,6.055555556,,
Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus,American Red Squirrel,,12,0.231,1.450166667,6.277777778,,
Chordata,Mammalia,Artiodactyla,Bovidae,Raphicerus,Raphicerus campestris,Steenbok,,5,9.55,20.42638889,2.138888889,,
Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus monticola,Blue Duiker,,3,4.15,9.913888889,2.388888889,,
Chordata,Mammalia,Rodentia,Muridae,Tatera,Tatera afra,Cape Gerbil,,5,0.1483,1.40885,9.5,,
Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides,Macroscelides proboscideus,Karoo Round-eared Sengi,,12,0.039,0.290333333,7.444444444,,
Chordata,Mammalia,Macroscelidea,Macroscelididae,Petrodromus,Petrodromus tetradactylus,Four-toed Sengi,,9,0.20611,0.997343389,4.838888889,,
Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus intufi,Bushveld Sengi,,7,0.04649,0.288883694,6.213888889,,
Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus brachyrhynchus,Short-snouted Sengi,,4,0.0453,0.242833167,5.360555556,,
Chordata,Mammalia,Rodentia,Geomyidae,Geomys,Geomys bursarius,Plains Pocket Gopher,,7,0.197,0.766111111,3.888888889,,
Chordata,Mammalia,Rodentia,Cricetidae,Ochrotomys,Ochrotomys nuttalli,Golden Mouse,,1,0.0195,0.150583333,7.722222222,,
Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes auropunctatus,Small Indian Mongoose,,8,0.611,2.240333333,3.666666667,,
Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,Phyllotis rupestris,0,,12,0.0555,0.3145,5.666666667,,
Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,Phyllotis magister,master leaf-eared mouse,,5,0.0628,0.401222222,6.388888889,,
Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,Phyllotis darwini,Darwin's Leaf-eared Mouse,,6,0.0762,0.474133333,6.222222222,,
Chordata,Mammalia,Rodentia,Octodontidae,Octodontomys,Octodontomys gliroides,Mountain Degu,,2,0.152,0.726222222,4.777777778,,
Chordata,Mammalia,Rodentia,Octodontidae,Octodon,Octodon degus,Octodonts and Degus,,4,0.206,1.064333333,5.166666667,,
Chordata,Mammalia,Rodentia,Echimyidae,Trichomys,Trichomys apereoides,0,,2,0.323,1.148444444,3.555555556,,
Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,Chinchilla lanigera,Long-tailed Chinchilla,female,4,0.426,1.254333333,2.944444444,,
Chordata,Mammalia,Rodentia,Caviidae,Kerodon,Kerodon rupestris,Rock Cavy,female,1,0.801,1.8245,2.277777778,,
Chordata,Mammalia,Rodentia,Dasyproctidae,Myoprocta,Myoprocta acouchy,Red Acouchi,,1,0.914,2.792777778,3.055555556,,
Chordata,Mammalia,Rodentia,Caviidae,Dolichotis,Dolichotis salinicola,Chacoan Mara,,1,1.613,4.0325,2.5,,
Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,Red-rumped Agouti,,1,2.687,8.658111111,3.222222222,,
Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,Azara's Agouti,,2,3.849,10.47783333,2.722222222,,
Chordata,Mammalia,Rodentia,Cuniculidae,Agouti,Agouti paca,"Cavies, Agoutis, and Pacas",,1,9.156,15.26,1.666666667,,
Chordata,Mammalia,Rodentia,Caviidae,Hydrochaeris,Hydrochaeris hydrochaeris,Capybaras,male,1,26.4,36.66666667,1.388888889,,
Chordata,Mammalia,Eulipotyphla,Talpidae,Condylura,Condylura cristata,Star-nosed Mole,,12,0.049,0.6125,12.5,,
Chordata,Mammalia,Rodentia,Muridae,Otomys,Otomys sloggetti,Sloggett's Vlei Rat,,19,0.11329,0.742678889,6.555555556,,
Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctophilus,Nyctophilus major,Western Long-eared Bat,,5,0.0136,0.113333333,8.333333333,,
Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus,Zaglossus bruijni,Western Long-beaked Echidna,,2,13.63,6.1335,0.45,,
Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus aculeatus,Short-beaked Echidna,,6,3.43,2.515333333,0.733333333,,
Chordata,Mammalia,Monotremata,Ornithorhynchisae,Ornithorhynchus,Ornithorhynchus anatinus,Platypus,,5,1.32,2.662,2.016666667,,
Chordata,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes,Notoryctes caurinus,Kakarratul,,4,0.034,0.119,3.5,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea,Eurasian Stoat,female,1,0.041,0.75,18.29268293,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea,Eurasian Stoat,female,1,0.045,0.893333333,19.85185185,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea,Eurasian Stoat,female,1,0.065,0.72,11.07692308,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela rixosa,Bangs' Least Weasel,male,1,0.071,0.91,12.81690141,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela rixosa,Bangs' Least Weasel,male,1,0.077,1.083333333,14.06926407,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela rixosa,Bangs' Least Weasel,male,1,0.084,0.953333333,11.34920635,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea,Eurasian Stoat,female,1,0.08,0.986666667,12.33333333,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea,Eurasian Stoat,female,1,0.085,1.426666667,16.78431373,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea,Eurasian Stoat,female,1,0.115,1.04,9.043478261,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela rixosa,Bangs' Least Weasel,male,1,0.223,2.513333333,11.27055306,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela rixosa,Bangs' Least Weasel,male,1,0.231,2.22,9.61038961,,
Chordata,Mammalia,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,Crab-eating Fox,male,1,6.874,10.23462222,1.488888889,,
Chordata,Mammalia,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,Crab-eating Fox,female,1,4.354,6.7487,1.55,,
Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes zerda,Fennec Fox,,7,1.2,3.2,2.666666667,,
Chordata,Mammalia,Macroscelidae,Macroscelididae,Elephantulus,Elephantulus rufescens,Rufous Sengi,,1,0.053,0.315938889,5.961111111,,
Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,Oxymycterus roberti,0,male,1,0.071,0.510411111,7.188888889,,
Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,Oxymycterus roberti,0,female,1,0.096,0.472533333,4.922222222,,
Chordata,Mammalia,Macroscelidea,Macroscelididae,Petrodromus,Petrodromus tetradactylus,Four-toed Sengi,,1,0.21,0.709333333,3.377777778,,
Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,Cyclopes didactylus,Northern Silky Anteater,,1,0.24,0.636,2.65,,
Chordata,Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius,Myrmecobius fasciatus,Numbat,,1,0.4,0.791111111,1.977777778,,
Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus aculeatus,Short-beaked Echidna,,1,2.14,1.557444444,0.727777778,,
Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus setosus,Tasmanian Echidna,,1,3.58,3.043,0.85,,
Chordata,Mammalia,Phollidota,Manidae,Manis,Manis javanica,Sunda Pangolin,,1,4.22,6.142444444,1.455555556,,
Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,Southern Tamandua,,1,3.5,4.919444444,1.405555556,,
Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,Northern Tamandua,,1,4.21,4.724555556,1.122222222,,
Chordata,Mammalia,Carnivora,Hyaenidae,Proteles,Proteles cristata,Southern Aardwolf,,1,7.71,10.87966667,1.411111111,,
Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus,Zaglossus bruijni,Western Long-beaked Echidna,,1,10.3,6.752222222,0.655555556,,
Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,Giant Anteater,,1,30.6,14.45,0.472222222,,
Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,Orycteropus afer,Aardvark,,1,48,34.13333333,0.711111111,,
Chordata,Mammalia,Rodentia,Cricetidae,Clethrionomys,Clethrionomys californicus,Western Red-backed Vole,,38,0.0183,0.339566667,18.55555556,,
Chordata,Mammalia,Rodentia,Cricetidae,Phenacomys,Phenacomys intermedius,Western Heather Vole,,83,0.0215,0.373861111,17.38888889,,
Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,Red Tree Vole,,9,0.0218,0.327,15,,
Chordata,Mammalia,Rodentia,Cricetidae,Clethrionomys,Clethrionomys gapperi,Southern Red-backed Vole,,37,0.0214,0.336455556,15.72222222,,
Chordata,Mammalia,Rodentia,Cricetidae,Clethrionomys,Clethrionomys gapperi,Southern Red-backed Vole,,66,0.0228,0.247,10.83333333,,
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus pinetorum,Woodland Vole,,127,0.0238,0.310722222,13.05555556,,
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus,Long-tailed Vole,,74,0.0302,0.345622222,11.44444444,,
Chordata,Mammalia,Rodentia,Cricetidae,Lagurus,Lagurus curtatus,Sagebrush Vole,,69,0.0303,0.279433333,9.222222222,,
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus oeconomus,Tundra Vole,,76,0.0354,0.558533333,15.77777778,,
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus montanus,Montane Vole,,16,0.0281,0.394961111,14.05555556,,
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus montanus,Montane Vole,,12,0.0304,0.432355556,14.22222222,,
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus montanus,Montane Vole,,34,0.0512,0.497777778,9.722222222,,
Chordata,Mammalia,Rodentia,Cricetidae,Lemmus,Lemmus sibiricus,West Siberian Brown Lemming,,23,0.044,0.391111111,8.888888889,,
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus xanthognathus,Taiga Vole,,47,0.0685,0.548,8,,
Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx groenlandicus,Northern Collared Lemming,,74,0.0605,0.568027778,9.388888889,,
Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx groenlandicus,Northern Collared Lemming,,22,0.0623,0.584927778,9.388888889,,
Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,Arvicola richardsoni,North American Water Vole,,54,0.08,0.96,12,,
Chordata,Mammalia,Rodentia,Cricetidae,Neofiber,Neofiber alleni,Round-tailed Muskrat,,87,0.2581,1.204466667,4.666666667,,
Chordata,Mammalia,Rodentia,Cricetidae,Ondatra,Ondatra zibethicus,Muskrat,,30,1.0046,3.571911111,3.555555556,,
Chordata,Mammalia,Eulipotyphla,Erinnaceidae,Hylomys,Hylomys sulillus,0,female,4,0.0773,0.446622222,5.777777778,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela vison,American Mink,female,1,0.656,2.7185125,4.144073933,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela vison,American Mink,female,1,0.667,2.703975,4.053935532,,
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela vison,American Mink,female,1,0.788,3.207941667,4.070991963,,
Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus arcticus,Arctic Hare,,4,3.0044,6.0088,2,,
Chordata,Mammalia,Primates,Callitrichidae,Cebuella,Cebuella pygmaea,Western Pygmy Marmoset,female,3,0.096,0.522666667,5.444444444,,
Chordata,Mammalia,Primates,Callitrichidae,Cebuella,Cebuella pygmaea,Western Pygmy Marmoset,male,3,0.133,0.812777778,6.111111111,,
Chordata,Mammalia,Eulipotyphla,Talpidae,Neurotrichus,Neurotrichus gibbsii,American Shrewmole,,6,0.0118,0.258288889,21.88888889,,
Chordata,Mammalia,Eulipotyphla,Erinaceidae,Echinosorex,Echinosorex gymnura,Moonrat,male,4,0.7212,2.804666667,3.888888889,,
Chordata,Mammalia,Carnivora,Viverridae,Genetta,Genetta tigrina,Cape Genet,,2,1.698,4.150666667,2.444444444,,
Chordata,Mammalia,Carnivora,Mustelidae,Martes,Martes americana,American Marten,,2,1.038,3.811766667,3.672222222,,
Chordata,Mammalia,Eulipotyphla,Talpidae,Scalopus,Scalopus aquaticus,Eastern Mole,,2,0.048,0.376,7.833333333,,
Chordata,Mammalia,Rodentia,Octodontidae,Spalacopus,Spalacopus cyanus,Coruro,male,2,0.185,0.811944444,4.388888889,,
Chordata,Mammalia,Rodentia,Spalacidae,Cannomys,Cannomys badius,Lesser Bamboo Rat,,5,0.344,0.955555556,2.777777778,,
Chordata,Mammalia,Rodentia,Aplodontiidae,Aplodontia,Aplodontia rufa,Mountain Beaver,,3,0.63,1.54,2.444444444,,
Chordata,Mammalia,Carnivora,Herpestidae,Galerella,Galerella sanguinea,Common Slender Mongoose,,7,0.54,2.28,4.222222222,,
Chordata,Mammalia,Artiodactyla,Bovidae,Oreamnos,Oreamnos americanus,Mountain Goat,male,1,32,46.22222222,1.444444444,,
Chordata,Mammalia,Afrosoricida,Chrysochloridae,Eremitalpa,Eremitalpa granti,Grant's Golden Mole,,1,0.02062,0.060388889,2.928656105,,
Chordata,Mammalia,Rodentia,Muridae,Hydromys,Hydromys chrysogaster,Rakali,,4,0.77,2.541,3.3,,
Arthropoda,Insecta,Orthoptera,Acrididae,Bootettix,Bootettix punctatus,0,male,14,2.73E-05,0.000158119,5.798275606,,
Arthropoda,Insecta,Orthoptera,Acrididae,Bootettix,Bootettix punctatus,0,female,24,6.68E-05,0.000533353,7.990306627,,
Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis,Trimerotropis sp.,Thomas' Slender Grasshopper,male,8,7.15E-05,0.000490414,6.858935778,,
Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis,Trimerotropis sp.,Thomas' Slender Grasshopper,female,3,0.0002203,0.001348325,6.120402028,,
Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus,Melanoplus complanipes,0,male,2,4.21E-05,0.000270312,6.426814967,,
Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus,Melanoplus complanipes,0,female,2,0.00024104,0.0008844,3.66909852,,
Arthropoda,Insecta,Orthoptera,Acrididae,Anconia,Anconia integra,Alkali Grasshopper,female,1,0.0008167,0.003452131,4.226927203,,
Arthropoda,Insecta,Orthoptera,Tettigoniidae,Insara,Insara covilleae,Creosote Bush Katydid,male,7,8.20E-05,0.000864587,10.54374778,,
Arthropoda,Insecta,Orthoptera,Tettigoniidae,Insara,Insara covilleae,Creosote Bush Katydid,female,1,0.0001032,0.002372447,22.98882713,,
Arthropoda,Insecta,Orthoptera,Tanaoceridae,Tanaocerus,Tanaocerus koebeli,0,female,12,0.0001025,0.00064989,6.340390805,,
Arthropoda,Insecta,Orthoptera,Gryllacrididae,Ceuthophilus,Ceuthophilus fossor,0,male,1,7.02E-05,0.000865857,12.3429417,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eusattus,Eusattus dubius,0,,10,2.72E-05,0.000262407,9.64022245,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes grandicollis,0,,2,0.00052193,0.002665435,5.106882309,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes armata,Armored Stink Beetle,,5,0.0004519,0.00138113,3.056272643,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes tenebrosa,0,,11,5.15E-05,0.000260324,5.051885114,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes sp.,0,,8,8.89E-05,0.000344149,3.873373812,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Euschides,Euschides luctata,0,,2,8.38E-05,0.000447709,5.342584569,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Trogloderus,Trogloderus costatus,0,,3,2.99E-05,0.00010326,3.456966486,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Anepsius,Anepsius brunneus,0,,11,6.15E-06,2.44E-05,3.975511459,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Sphaeriontis,Sphaeriontis dilatata,0,,1,4.60E-05,0.000186849,4.061935621,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Edrotes,Edrotes ventricosus,0,,2,2.44E-05,9.89E-05,4.061935621,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Cryptoglossa,Cryptoglossa verrucossa,0,,9,0.0002334,0.000383257,1.642059081,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Centrioptera,Centrioptera muricata,0,,7,0.0001326,0.000477146,3.598387842,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Triorophus,Triorophus laevis,0,,2,8.46E-06,6.91E-05,8.171011694,,
Arthropoda,Insecta,Coleoptera,Carabidae,Calosoma,Calosoma sp.,Splendid Caterpillar Hunter,,1,0.00015123,0.000741421,4.902607016,,
Arthropoda,Insecta,Coleoptera,Curculionidae,Eucyllus,Eucyllus vagans,0,,20,7.43E-06,3.19E-05,4.289781139,,
Arthropoda,Insecta,Coleoptera,Curculionidae,Eucyllus,Eucyllus unicolor,0,,29,2.59E-06,1.39E-05,5.366154795,,
Arthropoda,Insecta,Coleoptera,Curculionidae,Miloderes,Miloderes sp.,0,,1,3.40E-06,8.64E-05,25.41656041,,
Arthropoda,Insecta,Coleoptera,Curculionidae,Ophryastes,Ophryastes varius,0,,9,2.73E-05,0.000109229,4.006938427,,
Arthropoda,Insecta,Coleoptera,Curculionidae,Smicronyx,Smicronyx imbricata,0,,60,3.20E-07,2.91E-06,9.082393767,,
Arthropoda,Insecta,Coleoptera,Curculionidae,Griburius,Griburius sp.,Bold-spotted Griburius,,30,3.31E-06,6.07E-05,18.3454926,,
Arthropoda,Insecta,Coleoptera,Curculionidae,Griburius,Griburius sp.,Bold-spotted Griburius,,1,9.42E-06,3.61E-05,3.834090102,,
Arthropoda,Insecta,Coleoptera,Chrysomelidae,Monoxia,Monoxia sp.,0,,10,4.63E-06,8.22E-05,17.74838021,,
Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus sp.,0,,16,8.21E-06,6.24E-05,7.597469527,,
Arthropoda,Insecta,Hemiptera,Formicidae,Pogonomyrmex,Pogonomyrmex sp.,0,,10,3.74E-06,8.96E-05,23.94734966,,
Arthropoda,Insecta,Hemiptera,Lygaeidae,Lygus,Lygus kalmii,0,,4,1.02E-05,0.000138632,13.63144739,,
Arthropoda,Insecta,Hemiptera,Pentatomidae,Dendrocoris,Dendrocoris contaminatus,creosote stink bug,,1,1.10E-05,0.000157119,14.28355698,,
Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,Phytocoris nigripubescens,0,,91,1.27E-06,2.99E-05,23.5073721,,
Arthropoda,Insecta,Hemiptera,Miridae,Slaterocoris,Slaterocoris sp.,0,,18,8.60E-07,1.61E-05,18.73047296,,
Arthropoda,Insecta,Heteroptera,Membracidae,Multareoides,Multareoides bifuractus,0,,16,1.34E-06,1.49E-05,11.14086017,,
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra michelbacheri,0,,4,0.0001199,0.000535069,4.462629463,,
Arthropoda,Arachnida,Araneae,Loxoscelidae,Loxosceles,Loxosceles unicolor,0,,1,1.56E-05,5.03E-05,3.236977709,,
Arthropoda,Arachnida,Araneae,Pholcidae,Psilochorus,Psilochorus utahensis,0,,7,1.86E-06,4.20E-05,22.55670632,,
Arthropoda,Arachnida,Araneae,Clubionidae,Syspira,Syspira eclectica,0,,2,5.76E-05,0.000289178,5.020458146,,
Arthropoda,Arachnida,Araneae,Salticidae,Metacyrba,Metacyrba labyrinthea,0,,4,1.12E-05,7.70E-05,6.874649262,,
Chordata,Reptilia,Squamata,Agamidae,Ctenophorus,Ctenophorus nuchalis,Central Netted Dragon,,5,0.0343,0.013067239,0.380969054,,
Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Southern House Wren,,5,0.0321,0.2889,9,,
Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,Sauromalus hispidus,Black Chuckwalla,,15,0.574,0.205369346,0.357786317,,
Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus gouldii,Sand Monitor,,10,0.674,0.30417529,0.45129865,,
Chordata,Reptilia,Squamata,Phyllodactylidae,Ptyodactylus,Ptyodactylus hasselquistii,Yellow Fan-fingered Gecko,,14,0.0064,0.003498992,0.546717477,,
Chordata,Reptilia,Squamata,Gekkonidae,Bunopus,Bunopus tuberculatus,Southern Tuberculated Gecko,,8,0.0022,0.008973109,4.078685942,,
Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,Sceloporus occidentalis,Western Fence Lizard,,81,0.0131,0.00715847,0.546448087,,
Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,Sceloporus occidentalis,Western Fence Lizard,,61,0.0152,0.008998179,0.591985428,,
Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,Sceloporus occidentalis,Western Fence Lizard,,10,0.0128,0.009588342,0.749089253,,
Chordata,Reptilia,Testudines,Emydidae,Trachemys,Trachemys scripta,Pond Slider,,8,0.305,0.028850194,0.094590802,,
Chordata,Reptilia,Testudines,Emydidae,Terrapene,Terrapene ornata,Ornate Box Turtle,,17,0.354,0.028569893,0.080705913,,
Chordata,Reptilia,Testudines,Chelydridae,Chelydra,Chelydra serpentina,Common Snapping Turtle,,14,3.473,0.188985636,0.054415674,,
